order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1022844,19249,prior,3,5,15,10.0
2121886,100287,prior,6,3,17,2.0
2532058,188135,prior,10,5,13,19.0
2025274,89417,prior,4,6,9,11.0
2165381,92929,prior,2,4,10,24.0
3077137,124721,prior,17,2,11,0.0
1218712,203350,prior,34,1,14,1.0
126733,115590,prior,24,1,22,8.0
1399405,13886,prior,10,4,20,7.0
3091914,44816,prior,32,3,12,2.0
2406992,144889,prior,67,4,8,2.0
2717904,4223,prior,18,2,9,10.0
2425638,134571,prior,7,3,10,8.0
2462783,198219,prior,8,0,16,13.0
2751973,65730,prior,23,6,16,6.0
1743879,138997,prior,22,3,17,1.0
1232318,188451,prior,1,1,17,
2863881,161317,prior,13,4,21,30.0
264535,110838,train,4,0,20,24.0
2785311,96724,prior,15,3,15,3.0
2156657,128329,prior,26,0,15,3.0
717311,79884,prior,5,0,20,30.0
1602000,84826,prior,2,2,10,8.0
303822,205527,prior,3,3,16,7.0
3021966,45676,prior,4,0,11,14.0
2812268,96295,prior,32,2,13,5.0
3080667,48143,prior,10,6,12,13.0
1544683,133924,prior,30,6,13,5.0
657218,4165,prior,9,5,20,3.0
2045021,150601,prior,7,6,17,18.0
2617293,73901,prior,50,0,9,19.0
1928904,43954,prior,11,2,16,7.0
1076854,71884,prior,23,0,13,3.0
1962243,48469,prior,14,2,22,4.0
1369989,8551,prior,8,3,17,14.0
1168225,185775,prior,8,0,17,2.0
2923448,2947,prior,12,1,17,18.0
455726,5269,prior,4,4,22,7.0
2067298,68825,prior,4,1,16,20.0
1067744,147849,prior,9,6,13,5.0
984184,97438,prior,3,6,16,23.0
3393549,134409,prior,44,1,15,5.0
488464,153069,prior,10,0,17,20.0
2421205,103482,prior,33,2,17,11.0
1829776,48052,prior,45,5,12,2.0
1338471,184907,prior,20,3,9,14.0
2702675,39227,train,21,0,14,30.0
1565549,202815,prior,50,5,12,7.0
1874911,187794,prior,2,5,12,10.0
2944658,74542,prior,4,6,12,7.0
676916,139469,prior,31,5,14,7.0
732507,81435,prior,25,0,21,7.0
1954121,33928,prior,44,0,5,21.0
734676,107095,prior,7,1,11,19.0
2141145,139286,prior,1,5,17,
2149190,190278,prior,18,6,3,14.0
1739142,5191,prior,53,5,19,4.0
1387631,89915,prior,5,0,15,14.0
3078169,93438,prior,13,2,11,18.0
736492,155495,prior,18,3,12,30.0
717371,62812,prior,3,6,10,2.0
1929412,188420,prior,7,2,18,13.0
20283,13731,prior,29,5,14,18.0
1685015,65129,prior,27,0,16,10.0
2185111,175751,prior,27,3,9,8.0
1984943,196242,prior,5,1,10,14.0
2271039,150239,prior,20,6,19,12.0
225718,62197,prior,2,4,19,17.0
3201805,177345,prior,4,0,17,19.0
2036328,138622,prior,13,2,13,13.0
89810,171993,prior,51,3,7,14.0
1136945,95443,prior,5,2,13,24.0
3142958,102123,prior,1,2,15,
1783997,152411,prior,69,2,15,1.0
2046347,174887,prior,4,3,13,8.0
488470,195713,prior,19,0,12,4.0
2987925,27676,prior,3,5,16,3.0
1038832,94158,prior,5,2,11,7.0
3083112,67974,prior,6,3,21,7.0
1401324,21194,prior,8,4,10,30.0
297000,55517,prior,15,3,16,4.0
3172377,516,prior,14,4,10,7.0
248655,182773,prior,18,2,23,6.0
171558,6806,prior,25,4,13,2.0
2724966,30650,prior,1,4,14,
260318,51009,prior,25,0,16,7.0
1987366,71495,prior,4,5,13,30.0
2232875,130393,prior,30,1,11,4.0
1849563,99460,prior,4,5,11,4.0
1969096,168173,prior,18,4,16,0.0
2403339,106917,prior,7,4,23,30.0
943013,198436,prior,3,0,17,3.0
1171553,109029,prior,21,1,23,4.0
2109663,172592,prior,17,6,8,30.0
2408089,58174,prior,20,1,13,6.0
3164849,197580,train,10,6,13,14.0
109322,102061,prior,9,5,18,6.0
3249963,42403,prior,21,1,9,3.0
2467100,29999,prior,10,5,16,7.0
566130,101219,prior,4,3,17,2.0
3836,137456,prior,16,1,7,9.0
2610664,94147,prior,12,4,9,3.0
228963,156615,prior,8,2,17,30.0
1565645,96456,prior,7,1,12,7.0
3150844,168764,prior,28,6,20,7.0
1316042,108271,prior,15,6,13,10.0
2278130,113352,prior,19,0,16,8.0
2392229,180022,prior,2,1,13,17.0
2099346,23868,prior,1,5,13,
3101636,95960,train,4,4,17,2.0
1581813,61230,prior,18,1,14,3.0
2844002,149315,prior,2,4,13,17.0
760764,174540,prior,2,2,11,20.0
518989,132771,prior,2,2,16,13.0
434166,19343,prior,18,3,20,2.0
2208132,105739,prior,18,1,16,6.0
720116,108782,prior,23,1,19,5.0
1550767,41165,prior,9,5,12,25.0
827985,958,prior,23,1,14,22.0
275748,59563,prior,15,1,11,3.0
2280795,184086,prior,4,6,14,20.0
2788922,13311,prior,1,0,22,
883075,2518,prior,1,3,9,
3213516,48562,prior,14,6,15,6.0
1203491,81727,prior,7,0,16,12.0
3409450,31748,prior,28,1,14,1.0
1590836,200505,prior,26,6,13,6.0
2283977,171041,prior,4,0,9,6.0
97578,36690,prior,36,6,14,14.0
227758,206035,prior,55,5,13,3.0
2217058,59354,prior,19,1,16,8.0
1583125,120361,prior,9,2,9,5.0
1531755,153851,prior,34,2,15,10.0
1068919,141637,prior,14,3,10,6.0
726301,170060,train,4,1,17,17.0
2174093,80089,prior,46,1,14,4.0
907818,139218,prior,46,1,13,10.0
1115980,143592,prior,3,2,22,18.0
2516363,194321,prior,23,6,14,4.0
203758,152554,prior,73,4,18,5.0
1211137,987,prior,5,6,23,5.0
3161686,101308,prior,4,3,14,3.0
2261940,154378,prior,92,0,13,4.0
2060030,195889,prior,34,5,14,2.0
2924298,148850,prior,9,2,15,30.0
2625582,87724,prior,28,2,11,30.0
324637,1939,prior,5,0,16,2.0
1438279,44603,train,9,4,12,8.0
1904313,2658,prior,15,6,18,1.0
542729,88094,prior,12,6,16,30.0
1655272,2099,prior,5,5,19,8.0
1539309,61971,prior,8,0,8,1.0
744935,182821,prior,35,2,19,4.0
55889,142222,prior,19,3,9,2.0
3361090,140819,prior,63,4,16,2.0
2025830,7536,prior,7,3,14,16.0
2246495,4220,test,37,1,17,5.0
2922405,170515,prior,40,0,17,2.0
1294360,147245,prior,4,6,16,0.0
3136257,198884,train,28,0,12,21.0
2149361,142664,prior,26,3,13,2.0
954107,91,prior,9,2,14,7.0
949612,15045,prior,30,6,20,20.0
3110913,184385,prior,10,0,19,14.0
3031970,157162,prior,30,2,13,1.0
2316956,49156,prior,1,5,13,
2183206,98743,prior,12,5,14,18.0
2288500,7694,prior,6,3,10,4.0
2807718,60430,prior,20,2,12,2.0
2529677,110456,prior,1,6,8,
1828330,190093,prior,15,0,11,22.0
1132293,88633,prior,15,6,13,14.0
3081064,182344,prior,7,5,14,22.0
2509779,29497,test,4,1,14,5.0
810405,196459,prior,4,2,12,11.0
981843,120181,prior,26,4,21,8.0
1641256,75647,prior,21,5,8,1.0
758550,201302,prior,33,6,20,1.0
2039086,96365,prior,10,5,10,22.0
2532470,66610,train,6,3,15,13.0
3127588,22138,prior,37,1,12,0.0
1302075,149828,prior,7,3,20,30.0
1521141,78646,prior,9,4,9,10.0
3010581,170009,prior,20,0,9,6.0
1117797,118611,prior,20,0,11,6.0
514210,37452,prior,28,3,15,1.0
872311,142029,train,8,5,13,1.0
1623652,15223,prior,2,3,17,30.0
862705,126725,prior,9,4,8,7.0
884732,63930,prior,15,4,12,11.0
2307489,201806,prior,10,2,22,8.0
2986459,203183,prior,69,3,10,7.0
1198117,181696,prior,1,2,17,
730268,92326,prior,2,6,10,30.0
2488075,96596,prior,12,6,10,30.0
2785493,144542,prior,84,4,16,2.0
3243603,166597,prior,13,1,11,15.0
2107685,134412,prior,3,2,6,16.0
164092,104746,prior,22,4,20,1.0
2842740,54471,prior,63,0,10,6.0
735262,84483,prior,9,5,13,20.0
3173719,65364,prior,3,0,8,30.0
2497849,54775,prior,19,2,14,13.0
3049694,143302,prior,23,3,14,4.0
2816051,199707,prior,6,5,16,28.0
2464670,146644,prior,20,0,12,3.0
2295506,8356,prior,50,0,9,12.0
1896221,56337,prior,28,6,16,2.0
3371705,176512,prior,26,4,15,24.0
1757011,6378,prior,24,5,10,14.0
782020,166706,prior,29,4,13,6.0
2847824,31093,prior,43,3,11,2.0
3088993,145238,prior,1,0,14,
873252,28104,prior,10,0,12,12.0
1472436,65649,prior,7,3,7,23.0
1152231,162074,prior,3,5,12,8.0
3149573,109674,train,4,2,15,15.0
919801,22037,prior,16,2,20,9.0
1873809,4789,prior,27,1,7,1.0
51869,153833,prior,6,5,21,29.0
2801876,5860,prior,35,2,10,6.0
808776,13263,prior,17,4,17,9.0
2286848,109572,prior,38,3,11,3.0
166961,112821,prior,9,1,10,7.0
3129290,87481,prior,22,2,19,2.0
1992383,102963,prior,6,1,15,6.0
663950,155160,prior,3,2,7,30.0
2342163,135657,prior,16,4,11,14.0
796557,164523,prior,8,2,19,13.0
970151,34594,prior,16,1,14,6.0
1556179,172027,prior,2,4,10,5.0
103864,2102,prior,7,1,13,7.0
409931,41878,prior,6,4,13,7.0
609416,60544,prior,33,1,11,7.0
2646558,81770,prior,12,6,14,13.0
1044149,200346,prior,7,3,7,12.0
1667765,152135,train,20,0,22,30.0
1863269,150367,prior,1,2,15,
2755929,63910,prior,11,4,10,14.0
267249,11019,prior,3,0,10,28.0
1805838,57905,prior,5,6,16,20.0
2077582,127046,prior,4,2,14,6.0
1209427,190382,prior,2,4,21,0.0
1780678,94616,prior,54,3,15,3.0
770315,125401,prior,5,1,15,30.0
1713114,130736,prior,8,6,16,16.0
677288,120303,prior,14,3,11,2.0
2244659,158082,prior,14,1,10,3.0
2606958,73609,prior,6,5,17,17.0
1389317,153994,prior,1,2,22,
2713126,92013,prior,35,4,14,2.0
2273557,18090,prior,44,3,13,4.0
1683972,95867,prior,22,4,16,18.0
2018115,163740,prior,4,0,9,21.0
1203686,95800,prior,5,6,12,13.0
2043394,50449,prior,4,5,11,9.0
1886431,128032,prior,11,3,8,9.0
621246,197957,prior,39,6,10,7.0
274397,18741,prior,5,2,19,9.0
1062957,156523,prior,2,3,8,29.0
146070,130878,prior,13,5,20,30.0
1124598,13120,prior,9,0,8,19.0
2000564,154822,prior,7,2,19,15.0
1353088,112183,prior,30,0,8,4.0
2573982,149713,prior,4,1,18,15.0
2837696,68067,prior,57,0,16,1.0
466607,107498,prior,4,5,9,30.0
1589606,16576,prior,12,4,12,12.0
3247634,176424,prior,44,2,16,6.0
2395345,124609,prior,30,1,15,5.0
1988272,199480,prior,5,5,11,21.0
3408200,152083,prior,30,6,11,5.0
1371627,43585,prior,16,1,12,24.0
1956299,64061,prior,28,0,14,1.0
1235095,195931,prior,29,5,15,6.0
1829391,111404,prior,9,5,18,30.0
3205697,58158,prior,8,0,12,7.0
1158933,89578,prior,7,4,17,30.0
3361205,22651,prior,3,0,7,8.0
2784930,172572,prior,14,4,14,5.0
3411675,51410,prior,7,0,13,8.0
2377874,153859,prior,16,0,12,6.0
1218550,90564,prior,29,1,7,3.0
2798587,62340,prior,26,3,22,2.0
3300923,24331,prior,2,5,14,10.0
3193808,172900,prior,18,6,7,4.0
1667194,80376,prior,7,0,20,7.0
996739,9858,prior,40,3,15,2.0
2774807,32725,prior,9,4,0,17.0
136531,176522,prior,45,6,23,13.0
144708,97547,prior,4,1,23,23.0
3083015,180551,prior,29,6,17,1.0
1847125,171017,prior,1,4,23,
1644186,19153,prior,4,5,14,30.0
2908990,72631,prior,10,2,13,28.0
2174714,167403,prior,3,6,16,14.0
1447038,109993,prior,35,0,16,7.0
2679263,76015,prior,41,2,11,4.0
2412847,83940,prior,50,1,8,5.0
2516428,47488,prior,16,2,10,11.0
2297634,137633,prior,22,1,14,10.0
1359633,47015,prior,2,1,6,10.0
175492,92766,prior,43,6,23,5.0
1244691,132889,train,7,2,17,10.0
2682642,86877,prior,27,6,22,5.0
1141055,72179,prior,12,1,17,7.0
1031577,185964,prior,10,1,13,8.0
2000076,93039,prior,13,1,12,7.0
3128594,153640,prior,2,0,16,30.0
2836936,152820,prior,21,0,14,3.0
125242,75414,prior,17,0,14,6.0
2909726,99887,prior,52,3,15,3.0
1106702,140182,prior,49,5,7,8.0
1984710,100287,prior,39,2,14,4.0
2504372,62646,prior,12,0,15,7.0
1553237,199043,prior,2,1,14,4.0
207514,138415,prior,5,5,15,27.0
1119162,139602,prior,29,1,10,10.0
3076116,107243,prior,41,2,18,4.0
2894645,132803,prior,75,5,15,6.0
3391849,21969,prior,4,3,15,13.0
718003,160637,train,8,2,9,25.0
1383994,64959,prior,5,2,10,2.0
535869,64215,prior,2,4,12,7.0
1945817,155825,prior,1,0,15,
2807449,24798,prior,13,5,23,6.0
1715733,115798,prior,13,3,9,13.0
2469100,121232,prior,6,1,10,8.0
2702898,203298,prior,39,3,15,12.0
1874132,5732,prior,36,2,14,6.0
3057509,21111,prior,50,0,10,5.0
1865589,154151,prior,11,6,12,30.0
2025654,126305,prior,50,3,14,8.0
1515721,57109,prior,24,0,10,4.0
129478,193771,prior,23,6,18,11.0
494488,102125,prior,3,2,9,5.0
227716,83773,prior,5,1,11,1.0
1021242,82110,prior,1,5,19,
1208026,74195,prior,10,0,15,16.0
593597,81226,prior,7,0,10,30.0
1151190,30024,prior,63,0,21,11.0
2163314,90160,prior,5,3,15,30.0
2818248,27752,train,22,4,13,7.0
3346902,10800,prior,23,3,12,1.0
3046597,101522,prior,19,2,12,11.0
3305511,182911,prior,11,6,10,6.0
2676909,141020,prior,40,3,21,24.0
2647852,157607,prior,29,4,21,4.0
337349,58587,prior,31,0,13,4.0
1744585,101959,prior,16,1,15,4.0
965277,149785,prior,13,3,21,5.0
141857,170965,train,6,0,14,30.0
1608810,106804,prior,39,6,9,7.0
1481129,51535,prior,4,0,12,14.0
91452,181616,train,7,2,17,3.0
1257576,128187,prior,4,4,14,20.0
1207165,49808,prior,65,3,14,5.0
2599091,60457,prior,7,0,13,8.0
1099364,180862,prior,24,6,11,14.0
2228377,163200,prior,27,6,11,1.0
1667721,93262,prior,2,1,13,0.0
1206519,148125,prior,1,3,18,
1673233,97225,prior,19,0,8,12.0
2148863,121307,prior,5,4,16,14.0
2421284,45355,prior,34,5,14,13.0
1393894,23129,prior,2,1,10,30.0
1901832,38675,prior,16,3,19,4.0
2914269,183370,prior,3,1,11,7.0
2334310,106465,prior,25,3,16,6.0
2213995,101044,prior,9,0,18,7.0
376280,102058,prior,9,0,16,30.0
1343649,17940,prior,16,1,16,16.0
269023,13552,prior,3,6,19,7.0
1200955,81550,prior,6,0,17,7.0
3316986,72196,prior,1,0,7,
1098465,38496,prior,2,2,16,9.0
27164,192931,prior,44,1,12,4.0
3092998,59622,test,9,0,9,12.0
2406413,13735,prior,23,0,13,8.0
2368214,50096,prior,25,1,14,14.0
724619,11914,prior,5,4,16,7.0
2017417,104516,prior,10,1,10,8.0
3256021,204039,prior,18,0,22,2.0
1324388,167938,prior,5,3,15,27.0
298450,140854,prior,4,6,14,3.0
2881673,78399,prior,89,0,9,7.0
2607299,20369,prior,26,6,20,7.0
1332708,657,prior,16,6,16,16.0
510308,121611,prior,3,1,8,30.0
2803191,153987,prior,25,0,7,3.0
1959373,71848,prior,9,1,16,19.0
481365,198353,train,7,2,7,16.0
3034286,48153,prior,3,3,14,30.0
888562,202604,prior,4,6,15,22.0
3120695,28744,prior,2,4,17,18.0
850131,114028,prior,26,3,15,30.0
2448736,60173,prior,7,0,19,12.0
2423101,195531,prior,16,2,19,10.0
2965711,174226,prior,31,1,11,3.0
460348,16686,prior,13,0,12,5.0
1342153,67417,prior,8,5,16,5.0
1245227,153056,prior,1,6,18,
1606498,44070,prior,6,6,10,5.0
2963894,8830,train,6,4,14,3.0
2993878,51060,prior,20,0,11,3.0
1510299,78517,prior,3,1,19,8.0
2530015,115677,prior,4,6,18,13.0
2887409,95113,prior,5,2,15,7.0
3318626,3509,prior,6,0,16,6.0
3113991,192290,prior,2,5,19,27.0
450224,8948,prior,11,3,13,4.0
3406369,168424,train,17,5,14,24.0
279151,102284,prior,7,3,15,30.0
691041,112104,prior,1,5,9,
229928,184046,prior,1,5,15,
2129299,79240,prior,37,0,6,2.0
2169838,138011,prior,7,5,14,2.0
831735,11144,prior,6,0,12,4.0
926505,79462,prior,19,0,0,7.0
620427,49339,prior,13,0,21,7.0
2633008,84439,test,15,6,21,12.0
1275140,111047,prior,4,4,12,13.0
668915,124203,prior,34,2,21,1.0
106440,177944,prior,8,6,13,4.0
2073351,94325,test,9,5,19,18.0
1515877,46121,train,5,0,17,30.0
2926956,89921,prior,3,3,14,22.0
621646,54101,prior,22,5,8,16.0
2402250,39832,prior,10,3,16,2.0
456778,115409,prior,12,6,8,15.0
2373054,200374,prior,13,1,8,24.0
1709380,60046,prior,27,0,13,25.0
124618,75163,prior,41,3,6,9.0
1389746,58173,prior,5,4,15,6.0
1043886,137744,prior,10,1,15,22.0
790978,199632,prior,2,0,15,21.0
2139031,93378,prior,16,5,11,22.0
861669,128790,prior,2,6,16,8.0
687260,115799,prior,9,6,18,30.0
714948,179460,prior,55,5,10,2.0
1365581,141331,prior,35,1,7,7.0
1697492,68129,prior,8,0,8,30.0
529483,100496,prior,8,1,12,5.0
950249,35352,prior,17,6,13,8.0
2793297,147411,train,19,0,14,7.0
942418,54841,prior,10,4,13,2.0
494434,148907,prior,6,0,21,10.0
1866666,187017,prior,14,5,11,0.0
3253189,96547,prior,43,0,22,5.0
3402766,10312,prior,15,1,16,3.0
3360459,134914,prior,25,2,14,1.0
2255795,32498,prior,13,2,12,4.0
2135112,156651,prior,10,0,16,30.0
1361346,77537,prior,2,0,14,27.0
827910,196791,prior,16,5,7,7.0
1257862,144793,prior,6,3,10,4.0
413924,150722,prior,41,4,9,6.0
1692895,172478,prior,1,2,15,
2493017,21949,prior,14,5,13,1.0
659131,92271,prior,26,1,10,18.0
1441059,25159,prior,22,0,15,6.0
1038915,116806,prior,40,1,11,4.0
2076509,60614,prior,9,5,20,5.0
1123873,173852,train,7,5,16,10.0
1189750,4735,prior,17,1,11,6.0
2113730,112429,prior,18,2,23,0.0
1142963,33015,test,17,1,16,6.0
552596,91064,prior,1,1,13,
2815176,105062,prior,7,5,15,30.0
2399246,7684,train,28,4,18,30.0
2920271,186835,prior,14,5,0,5.0
1187404,178359,prior,11,1,9,7.0
2211062,1551,prior,6,4,23,27.0
747673,205941,prior,1,3,14,
2459797,30625,prior,19,5,16,7.0
3133040,167350,prior,21,3,15,11.0
143665,175716,prior,6,5,12,30.0
1522704,102732,prior,59,5,12,2.0
3205464,195797,prior,30,5,18,30.0
2420534,114334,prior,12,1,16,1.0
2467588,62650,prior,6,0,14,9.0
372830,145601,prior,7,4,16,30.0
124723,81423,prior,1,1,13,
560324,169063,prior,6,6,12,15.0
2637569,152953,prior,15,1,11,7.0
368108,169858,prior,5,0,21,6.0
1892620,22498,prior,3,6,10,3.0
1396849,50461,prior,9,0,0,30.0
1561128,133500,prior,2,6,9,7.0
457829,195050,prior,1,3,16,
3209734,111694,prior,7,2,9,7.0
1083428,144245,prior,9,1,17,30.0
1929951,768,prior,2,1,11,6.0
2524797,29672,prior,28,1,9,4.0
2602378,30118,prior,20,6,13,6.0
2641755,4603,test,4,1,11,30.0
1773003,140054,prior,2,5,13,1.0
1464696,39464,prior,7,6,12,19.0
2783835,177470,prior,20,3,11,30.0
1547521,191177,prior,19,1,11,7.0
2472021,96088,prior,1,0,9,
888635,139235,prior,13,0,8,6.0
1782661,65279,prior,38,3,18,3.0
3195850,40794,prior,5,2,13,5.0
2005333,193841,prior,1,1,13,
2739517,179983,prior,30,3,11,15.0
982320,152062,prior,21,6,14,8.0
2336687,123286,prior,1,0,12,
616765,197733,prior,21,4,12,10.0
1818988,59453,prior,27,1,16,9.0
951880,81729,prior,2,6,18,11.0
1305962,73042,prior,71,1,9,3.0
3230780,44779,train,6,0,13,30.0
2101540,31840,prior,24,6,13,5.0
2451296,137623,prior,7,1,11,19.0
2666846,127523,prior,69,3,8,7.0
3287766,191487,prior,39,5,11,7.0
898634,146296,prior,11,2,16,5.0
2533321,141498,prior,41,5,14,3.0
3013485,124270,prior,32,0,17,4.0
3343219,194467,prior,8,6,20,11.0
528806,110684,prior,3,5,11,12.0
1314149,50622,prior,38,5,22,13.0
2416002,63471,prior,14,3,17,2.0
2529088,107753,prior,9,0,19,3.0
749270,8216,prior,41,3,15,5.0
1208099,64780,test,5,4,8,30.0
2238295,195706,prior,3,4,20,30.0
1767327,199168,prior,3,3,13,25.0
3087680,89737,prior,21,0,13,10.0
3111548,189196,prior,6,1,13,30.0
2482758,10905,prior,2,2,7,10.0
1600156,148583,prior,46,5,12,13.0
2041071,63903,prior,11,2,11,4.0
3116113,56814,prior,3,1,9,18.0
2909019,42219,prior,1,6,10,
2841651,32264,prior,14,0,13,10.0
668227,96425,prior,6,5,16,15.0
1520708,205435,prior,19,1,23,24.0
2019030,156181,prior,14,2,19,12.0
405361,64127,prior,7,6,17,6.0
166030,41314,prior,7,1,11,29.0
2899312,47165,test,6,1,11,26.0
2737850,154561,prior,35,2,20,2.0
2289999,85772,prior,25,3,14,2.0
2922990,78242,prior,35,3,18,6.0
342384,109357,prior,5,5,12,2.0
1941085,41157,prior,13,3,17,9.0
2817625,193667,prior,6,3,17,12.0
3256028,166237,prior,1,4,12,
900672,201917,prior,9,1,8,7.0
3110587,160060,prior,3,6,9,7.0
2181760,125498,prior,17,5,13,6.0
3293730,2629,prior,3,1,11,2.0
507787,142527,prior,4,1,12,13.0
802534,49972,prior,11,5,11,24.0
2634431,95620,prior,40,2,10,9.0
1945072,11678,prior,8,1,10,10.0
1474488,109916,prior,15,1,9,7.0
1193152,87114,prior,9,1,17,11.0
1424232,189462,train,7,0,11,30.0
3030650,18130,prior,16,2,8,2.0
1024747,119677,prior,10,3,13,8.0
358235,12263,prior,8,5,16,13.0
874064,133227,prior,8,0,7,2.0
452270,18242,prior,21,1,16,21.0
832027,88034,prior,1,0,14,
2263686,50583,prior,12,1,1,4.0
2317999,98237,prior,23,5,10,23.0
397477,86011,prior,3,4,17,3.0
1189721,37731,prior,39,6,15,4.0
401220,12892,prior,19,2,16,30.0
2606923,82693,prior,54,5,9,3.0
2432180,13140,prior,3,1,12,30.0
980918,1666,prior,28,2,14,5.0
3330812,11841,prior,2,2,12,7.0
2130866,90720,prior,15,6,14,2.0
1034181,143316,prior,11,2,11,8.0
3031086,68973,prior,9,1,17,5.0
1345160,32796,prior,1,2,10,
1633404,120463,prior,45,4,12,5.0
631802,113660,prior,46,1,9,4.0
3079195,96838,prior,41,1,7,8.0
1909750,15747,prior,1,5,12,
1180859,63189,prior,40,1,23,8.0
1609393,194900,prior,5,6,9,9.0
3367386,167515,prior,13,3,17,7.0
2045908,73523,prior,6,3,18,2.0
723594,124370,prior,18,6,11,6.0
2350869,82294,prior,6,0,8,9.0
201947,133815,prior,51,5,11,5.0
1737052,145298,prior,10,4,20,4.0
1317388,49932,prior,2,4,20,0.0
522548,129774,prior,12,5,19,13.0
1707851,46095,prior,16,3,15,12.0
1008250,165136,prior,11,0,13,22.0
591319,83250,prior,1,4,11,
2589192,31971,prior,2,0,17,13.0
753934,10981,prior,1,4,15,
1699738,41043,prior,48,6,11,2.0
3389016,153812,prior,22,0,11,13.0
1008035,160612,test,62,3,22,3.0
404248,132453,prior,26,2,16,1.0
1947541,136288,prior,1,1,9,
976108,181293,prior,9,0,15,4.0
2092366,196579,prior,26,1,14,30.0
1213661,178315,prior,1,2,7,
115793,169875,prior,1,3,10,
2058897,144163,prior,22,1,0,10.0
2357403,22135,prior,22,3,14,10.0
1515541,159557,prior,13,1,14,4.0
1928759,105934,prior,22,3,16,4.0
2012926,174926,prior,9,5,14,2.0
204555,177848,prior,42,0,16,3.0
1182181,59333,prior,4,6,18,10.0
2103072,77810,prior,16,0,13,8.0
2469316,105836,prior,48,0,10,4.0
3390624,9228,prior,10,6,11,25.0
1685889,149615,prior,13,4,17,2.0
1752338,53203,prior,13,1,17,8.0
1504193,8091,prior,54,5,16,4.0
159312,55226,prior,8,1,13,2.0
171404,120853,prior,31,1,23,3.0
881175,80357,prior,45,3,17,0.0
1121027,159162,prior,2,0,13,30.0
837575,189277,prior,1,0,11,
439028,173795,prior,6,6,15,4.0
782167,165137,prior,21,3,7,25.0
2107358,54313,prior,1,5,12,
1020671,33006,prior,8,0,13,7.0
703915,176228,prior,21,4,11,2.0
253829,75033,test,5,1,9,7.0
301005,111775,prior,2,2,9,30.0
2496921,183152,prior,1,4,18,
1267858,120841,prior,27,4,16,1.0
1506885,171184,prior,15,5,12,10.0
1712796,187152,prior,46,3,9,8.0
1058687,29976,prior,4,5,19,19.0
1223784,20584,prior,11,6,11,6.0
745598,47325,prior,4,6,11,30.0
2271982,125361,prior,59,1,18,4.0
2646143,18082,prior,4,2,12,2.0
517091,93626,prior,6,6,10,20.0
2477791,83140,prior,24,0,22,2.0
3245926,43348,prior,17,6,12,1.0
1392522,169288,prior,26,5,15,4.0
110096,131007,prior,3,1,9,30.0
938520,148870,prior,8,1,19,7.0
2307311,199535,prior,4,6,18,22.0
2712003,179511,prior,6,1,16,12.0
541382,197916,prior,4,3,17,16.0
2035074,186117,prior,2,6,23,23.0
3133234,93212,prior,20,5,9,3.0
3157328,166002,prior,24,2,8,9.0
562484,63492,prior,8,3,11,8.0
923767,197762,prior,51,6,16,7.0
344461,166724,prior,3,0,11,4.0
1417878,119185,prior,10,5,13,4.0
1316691,19378,prior,18,3,10,10.0
1064782,172694,prior,1,3,10,
107483,118735,prior,5,0,22,30.0
2848675,165502,prior,20,4,17,6.0
1357253,132240,prior,30,5,10,6.0
1610095,135356,prior,31,5,19,6.0
1708749,86430,prior,3,2,12,23.0
2410042,177097,prior,27,2,8,8.0
2218289,142784,prior,22,5,11,3.0
729710,202373,train,6,5,11,4.0
3088060,69910,prior,4,0,9,30.0
2183709,157537,prior,43,3,11,6.0
3180567,32636,prior,30,4,11,1.0
119950,53229,prior,1,0,18,
3276851,88109,prior,27,5,16,7.0
2273082,57335,prior,20,2,9,8.0
1231846,65214,prior,4,2,17,6.0
1977680,48050,prior,3,4,20,30.0
2540345,107573,prior,2,1,9,10.0
1606346,52616,prior,2,0,18,15.0
1882508,66463,prior,32,1,16,6.0
379352,155597,prior,60,0,9,3.0
317125,52603,prior,2,5,14,7.0
2573586,41322,prior,5,2,12,10.0
1669411,152450,prior,12,4,20,30.0
1778071,84916,train,61,4,14,8.0
2124391,1541,prior,4,0,13,30.0
811773,28472,prior,44,1,10,4.0
748271,56825,prior,52,0,16,7.0
3102721,66866,prior,7,5,14,2.0
191248,53897,prior,30,5,20,7.0
1585826,106009,prior,12,0,19,30.0
3383724,19181,prior,9,6,21,22.0
396830,25290,prior,6,3,19,10.0
679873,157924,prior,26,0,13,5.0
952749,49996,train,40,1,11,10.0
357020,24299,prior,13,4,20,12.0
2568411,111029,prior,17,1,16,20.0
2116178,188942,prior,38,0,19,6.0
626894,34414,prior,22,2,10,2.0
1778429,176165,prior,7,0,8,30.0
2655555,86678,prior,17,0,22,7.0
698480,54297,prior,11,0,11,18.0
2534211,63203,prior,12,1,10,8.0
13810,193606,prior,9,5,10,10.0
2551067,56695,prior,26,1,15,3.0
712886,53177,train,8,3,15,9.0
1550401,105137,prior,24,1,10,12.0
1889984,191521,prior,25,4,11,3.0
1874095,101737,prior,18,4,18,3.0
928170,178261,prior,14,0,12,6.0
415389,17,prior,20,5,13,7.0
138637,70724,prior,7,4,9,5.0
38416,55006,prior,19,6,13,10.0
466839,43918,prior,2,4,16,6.0
2805866,166459,prior,19,1,10,14.0
654939,11511,prior,66,5,15,6.0
5646,183006,prior,3,2,15,11.0
2026199,21173,prior,34,6,20,19.0
