order_id,product_id,add_to_cart_order,reordered
101961,4207,18,0
3142040,23032,9,1
2366868,25985,2,1
3389109,3339,2,0
1560731,49172,6,1
213082,17130,9,1
613296,39408,16,1
579057,23165,6,1
1439033,42585,13,0
2576236,23237,3,0
1761499,40706,10,1
2726554,48775,4,0
1652906,3142,9,1
2776708,32911,5,1
1772203,32403,4,0
482704,37203,1,0
2776471,39877,2,1
385014,22935,11,1
3407841,16757,14,1
1363831,22640,2,1
2568207,18389,13,1
106387,38797,18,1
918105,33894,2,1
1280552,27388,12,0
3069198,5757,17,1
2425080,24852,15,1
623940,16616,13,0
206366,35939,8,1
1916396,44683,4,1
2946772,40708,3,1
3343866,21137,7,0
725848,40342,22,0
2348761,30850,2,0
3145271,16714,4,1
978042,8174,18,1
2798908,37630,14,1
656124,26666,1,0
1281587,41596,4,1
2579672,12218,2,1
2719723,778,1,0
1797903,27966,9,1
606294,12951,3,1
1557613,32030,12,0
1489707,42105,20,1
2895759,13984,3,1
657600,24701,4,1
233913,27104,11,1
133247,5994,5,0
2944272,47672,7,1
2150022,33352,10,1
2136813,12384,5,1
123738,11934,3,0
218502,17341,1,1
1978648,34423,12,1
1577706,22935,9,1
1076372,13176,2,1
3180683,24830,17,0
3114366,14947,3,1
3030564,21019,9,1
408781,13176,1,0
3133049,12516,16,0
531995,27086,8,1
31206,13176,9,1
1628735,27471,4,0
3128292,38553,13,1
1527357,24964,7,0
3220608,40261,2,0
1649747,45066,8,0
3283859,32689,6,1
1627104,13740,2,0
1702903,41351,9,0
13864,25861,1,1
3175162,29223,2,1
1794450,30494,5,1
1104964,7562,4,0
2038709,12164,1,0
3041250,40342,12,0
2876095,13733,19,0
3064816,6187,14,0
2043857,44142,8,1
1796215,1818,8,1
1493279,17206,12,1
249330,39303,15,1
2185666,9343,12,0
257369,46665,2,1
2237801,38473,6,0
355829,8193,11,1
2998883,16797,2,0
1108607,12630,7,1
117809,39832,10,0
1133787,21137,5,1
1879987,17600,6,1
1142691,21938,6,0
1221549,5077,5,1
1927739,47228,13,0
331597,37250,18,1
3380236,39561,2,1
2947220,35184,2,1
657244,13176,22,1
2112219,35951,5,1
1774430,5025,22,1
523876,27344,18,0
3142715,12771,7,1
2440491,13107,6,1
1638452,32655,6,0
2478198,14536,15,1
2197601,1006,2,1
610192,7826,6,0
1385525,9018,2,1
2847,38322,11,1
413936,45066,11,0
3001200,16524,11,0
2378144,49241,6,1
2251048,35163,6,1
2834212,20919,11,1
886030,7600,11,0
2541799,26444,1,1
3098040,8174,6,0
2123596,38689,9,1
561681,46906,2,1
1809057,22227,5,1
2151821,21137,5,1
482326,37746,1,1
3274994,5385,1,1
3346244,5337,7,1
3299311,48142,3,0
1651815,26209,3,1
2794764,37725,6,0
1015986,47900,4,1
411672,29801,8,0
2701493,35547,7,1
2945928,4210,1,1
113482,28171,15,1
2915921,46755,1,1
656917,11909,2,0
1257548,44085,6,1
1767151,9076,2,0
2121510,24852,3,1
783420,46676,4,0
441599,7503,19,0
1905620,14778,7,1
3308595,6948,1,1
2224748,41198,9,1
721232,42768,10,0
888686,41565,6,1
3311308,31275,21,0
2506548,38755,10,1
1591115,12576,14,0
2863351,8424,24,0
2767712,47719,9,1
1355511,13085,17,1
169144,8021,7,1
1180689,18479,24,0
2592401,26032,11,1
3101584,12078,1,0
1595501,20697,7,1
790579,1783,15,0
667269,31981,13,1
932480,27845,2,1
2227972,17622,10,0
982785,2078,5,1
3046653,38243,1,0
262477,23183,18,1
999182,17168,2,1
3180170,17705,13,0
2587896,26209,16,1
3292042,37665,5,1
2096013,121,2,0
2841450,44632,2,1
1538769,21938,10,1
2790491,26348,1,1
2986941,43122,7,1
3016720,48679,12,1
2934215,41065,12,0
1289533,5713,31,0
266060,25005,17,0
733879,21137,2,1
1294649,24964,2,1
3214014,11699,16,0
1663020,27966,16,0
614438,1358,6,1
34738,31343,6,0
2295953,47717,13,1
614477,4920,2,1
1701035,43154,4,1
109513,35042,3,1
1693980,8021,21,1
1363396,41096,2,0
312011,26940,10,1
123128,5041,6,1
1889116,27845,3,1
19516,38108,9,1
2504754,2732,2,1
681964,5068,2,1
1897492,13058,3,0
305347,47209,10,1
486247,36640,11,0
2432315,24838,1,0
363416,39408,2,1
1868101,6606,5,1
2473898,20114,17,0
2882773,40516,35,0
2776709,47209,2,1
2773320,15641,16,0
417946,16856,14,1
1952197,43545,5,1
2125596,47931,8,1
2352603,13176,2,1
226842,27521,5,0
2097097,93,3,1
818788,25544,6,0
3140328,22384,16,0
1128522,42315,4,0
67100,46676,1,1
2304496,41006,3,0
3102648,24184,10,1
2611862,35629,22,1
2765464,15231,12,0
2699983,11168,8,1
2953039,21137,16,1
2526931,46969,4,1
1932493,28014,13,0
87553,47766,1,1
1739269,13194,7,0
2790139,21405,14,1
2477017,44422,8,0
1186303,15290,14,1
2736128,34243,16,0
258803,25630,4,1
1612576,40054,11,0
3194602,39988,22,0
1980958,45739,4,1
2752847,7644,19,0
238315,10333,7,1
259492,45029,2,0
3410830,44265,10,0
147458,3594,7,0
2048999,45747,9,1
3124845,27392,2,1
2278647,29662,12,0
2131733,15860,5,0
2161487,38076,13,0
2008611,28204,8,1
43667,37357,5,0
1864688,9964,7,1
1566808,45007,7,1
1908130,27695,2,1
433946,4442,4,1
3102682,24852,11,1
2315750,41950,6,1
1656921,14462,3,0
1603017,17794,4,1
1872049,1710,1,1
1138741,28842,6,0
2221176,45007,2,1
318364,49235,15,1
553381,5077,16,0
1809577,45633,18,1
891013,26856,5,0
958849,21137,10,1
1097497,1347,26,0
2236354,43979,6,1
2754740,10895,5,1
2770893,35921,9,0
1578891,25506,27,1
2653962,30720,5,1
2937389,24852,2,0
1612533,10814,2,1
3011472,35561,3,1
1901627,1556,7,1
474574,1529,14,0
1713955,21903,14,1
3272790,39947,2,1
1600798,23977,8,1
2601043,22556,10,1
453667,33909,8,0
809074,49683,5,0
1751664,46979,7,1
2103062,28985,2,1
2722099,5491,5,0
2323149,19677,8,1
2497752,7247,11,0
2046875,3566,2,0
2727132,28606,6,1
1822440,17080,26,0
2582792,14992,8,1
141205,26075,2,0
2457550,47993,4,1
1577348,24235,9,0
321397,45066,5,0
978075,44882,3,1
52973,25779,6,1
2671421,18394,20,0
3315953,32828,7,0
436179,10621,13,1
2738205,47672,4,1
32325,3634,3,0
902005,21903,2,0
2768417,18389,6,0
403613,43988,2,1
203597,38293,4,1
1231396,47144,3,1
266006,13380,1,1
2743797,22935,8,0
1002238,4605,13,1
1040652,47766,3,1
2739522,6046,11,0
2932982,47042,10,0
3197032,31739,11,1
578185,45866,11,1
2339959,48182,14,0
142709,15386,12,1
1905647,24852,7,1
1331669,25489,3,0
2656448,7969,12,0
2609430,5769,4,0
1328572,35939,4,1
1829513,18465,5,1
2259518,17769,2,1
1226318,21903,11,1
2784805,21137,11,0
3090547,44910,14,0
73333,32747,11,0
1799970,2050,8,1
1474464,21137,19,1
3264969,15134,8,0
399097,19767,7,0
2654125,2876,5,1
473830,13198,2,1
1949504,14447,9,1
2305633,49683,4,1
566932,17008,11,1
2714800,2822,2,0
2346850,10957,7,1
2424980,16797,16,0
2180862,3957,3,0
965296,46842,12,1
448553,22170,10,1
928468,4799,10,1
1683566,20871,11,1
3128731,7388,9,0
507416,2310,31,1
2789229,48254,14,0
3182609,13629,12,0
1712115,35212,7,0
1754480,30597,6,0
1961049,24841,11,1
2075605,41594,3,1
2503541,8575,24,1
2730584,48171,16,0
3365668,17706,8,1
367956,38703,3,0
1552744,40186,6,1
1458672,40997,1,1
1104721,3957,3,0
3269189,17948,14,1
2276401,42443,1,1
1766567,40706,6,0
1312700,42110,4,1
2363820,34584,10,1
921624,26914,5,1
2310675,31022,7,1
1888158,14447,8,0
2731407,21777,8,0
899859,7533,13,1
564309,41433,7,0
284408,16568,4,0
1049891,1025,12,0
1832474,21616,9,1
493334,46522,2,0
2364164,22275,4,0
2149257,4472,9,1
1653604,40310,10,1
2695762,24253,11,0
546311,10673,6,1
1796200,34969,22,1
2588925,32197,16,1
3383223,21137,4,0
530154,18296,3,0
2784672,44632,2,1
2847179,2228,3,0
1238231,24852,1,1
1527807,37343,4,0
1725200,17170,24,0
2769864,20014,12,0
2915606,19588,6,0
978255,42710,14,1
1206087,15050,12,1
1784346,11256,10,0
3007217,22069,23,0
2580227,21137,1,1
2502762,27277,6,0
1659539,16696,6,1
3039607,23400,7,0
1134557,30994,4,1
2803742,25126,1,0
743304,11399,9,0
3080703,15902,4,1
556230,33722,4,1
1039360,35511,21,0
516586,8955,20,0
2500572,8460,7,1
924014,3211,5,1
1984163,13212,8,0
2180574,47156,4,0
2174424,12238,8,1
1076869,37646,14,0
782379,47209,5,1
1693058,34942,18,0
863648,18599,6,0
1339983,21249,27,0
2805667,9163,9,1
2137051,24852,3,1
2659824,37119,20,1
1879614,397,7,1
756371,46725,3,1
830764,21096,8,0
730771,46979,6,0
366352,17789,22,1
294221,35547,14,1
652948,7014,11,1
3244248,2078,3,1
630021,25144,5,0
2260003,21195,7,0
2044697,33102,2,1
882293,13176,3,0
587514,31506,1,1
580386,5785,22,1
3018623,13385,6,1
361379,41201,1,0
1643968,27845,3,1
853880,31717,2,0
1329859,6046,10,0
1657353,41787,5,0
1999300,17191,5,0
1637935,13573,10,0
355184,45447,6,1
8900,20561,5,1
662076,38108,4,1
1682934,28577,8,0
2552667,42585,2,1
2665861,34429,15,0
497642,43513,4,1
1954650,1940,19,1
1349589,40992,11,1
2959025,46990,3,1
168685,19446,2,1
315404,29284,15,0
1069712,34217,8,1
2354991,22035,3,0
2810568,37033,6,1
878849,21616,7,1
1920909,4799,2,0
459070,8803,1,1
3136163,9387,13,0
2185085,28204,7,1
2243128,27761,10,0
3375123,44292,10,0
2734033,329,1,1
1003540,10768,9,0
1878863,39619,20,0
3406732,13575,3,1
2445686,21903,7,1
1715691,25133,17,1
2933330,36857,17,1
928242,21137,9,1
2522798,19895,1,1
2635147,33548,6,1
2289955,37646,11,0
63994,15350,3,0
3247281,16081,14,1
1106831,20734,22,0
52734,19008,3,1
1501568,9358,35,1
2257141,2086,5,0
1502298,7314,14,1
154348,49236,23,0
319772,26700,8,0
1467615,47611,1,1
3384244,26209,1,1
1494472,12276,1,1
3389305,7781,4,1
2903341,47962,7,0
3087926,21938,6,1
353238,10239,3,1
1135576,27162,10,1
1227100,21948,9,0
2511216,40541,3,0
1575881,7485,5,1
3258008,38383,16,1
809135,13176,10,1
435344,13351,2,1
1693118,18283,1,1
1901412,11129,7,0
1614145,19706,3,1
1818892,7781,10,0
903230,6693,4,0
1202341,15487,14,1
714678,47766,2,0
1448023,42585,3,1
2001782,2732,8,1
440364,94,1,1
3374783,23271,3,1
3201922,47766,13,1
1180190,10258,2,1
2056353,33716,16,0
3329,49683,10,1
1464849,27966,22,1
3386560,6758,8,1
2111189,15741,10,1
1772648,20887,2,0
1694523,27966,2,1
2284208,41540,13,0
1633431,26283,5,1
1351295,47766,1,1
2611018,3020,4,1
1106216,42014,14,0
2141461,36431,8,1
1798701,42265,16,0
1892105,41750,4,1
876112,23375,10,1
636715,24852,1,1
1395714,30038,10,0
1075868,45007,11,1
724132,8412,1,1
789065,29880,1,1
3110448,8193,8,0
275324,21405,6,0
1205402,6069,3,0
3020294,39489,12,1
1517333,31724,4,1
2441770,31486,7,1
923833,30756,1,0
3342551,38159,14,0
2447087,21022,5,0
3092243,43352,19,1
109512,40723,2,1
493055,49141,2,1
2627510,44142,5,0
249065,27966,8,1
905672,35168,17,1
1530557,29313,1,1
2317702,24276,10,1
1931969,15904,5,1
1124843,30921,2,0
1236789,5077,1,1
553572,14127,1,0
709434,36695,3,1
2299052,29662,27,1
2337031,47141,1,1
876048,4920,3,1
1240171,47759,27,0
2941837,38427,2,1
1291895,27521,8,1
2529909,4724,7,0
2446053,41808,16,1
481081,26768,14,0
2677463,30827,1,1
1480827,20794,10,1
1627254,24964,3,1
1454194,38293,2,1
2660647,8736,8,1
2622717,28242,17,1
584388,41065,14,0
3312569,23236,1,0
980812,2611,5,1
660609,6740,33,1
2226231,37276,7,0
1766353,44815,2,1
1648796,31683,2,1
1037706,5025,1,0
2994870,28756,1,0
311443,38444,1,1
324973,36695,4,1
2520720,9339,5,0
984027,18606,1,1
2337591,5612,2,1
2550620,43712,8,1
1618134,45007,6,1
629833,28849,2,0
86832,10673,6,1
2259458,32655,11,0
759751,31040,11,1
1566910,18159,2,1
2292770,5876,8,1
3175265,1359,18,0
2132186,24852,18,1
3068838,15109,1,1
569997,9121,32,1
3271664,45123,2,1
2349872,28289,36,0
117322,10749,9,1
1152053,36418,7,1
1828657,19348,15,1
2117448,13966,3,1
1202293,7778,14,0
1411989,27695,6,1
521758,13603,13,1
502497,14267,25,0
2349716,38447,7,0
3042160,10749,7,0
2525211,40396,35,0
2697676,35503,1,1
645818,46820,14,1
282740,18010,6,0
1762199,21405,4,1
3329663,24852,7,1
1212446,7165,7,0
1915040,9339,28,1
2441676,13198,5,1
1470882,37647,5,0
928637,45013,2,1
1295255,35383,13,1
2932084,42222,4,0
2721541,13851,4,0
964495,45681,2,1
2338141,45535,5,0
328668,24184,10,1
1733555,31422,1,1
1704529,5550,7,0
689086,46150,13,1
1823780,31268,3,1
2775007,5450,2,0
1446029,12111,8,0
3122491,21709,8,0
1637435,23765,11,1
2133181,45646,1,1
131233,12481,14,0
1916383,47900,2,1
2614564,11123,1,1
1419850,26278,4,1
1727939,25466,3,0
894781,24852,11,1
2852925,22935,5,0
2237151,46720,4,0
1985035,31717,1,1
2663790,17594,14,0
239247,47877,9,1
814605,24964,7,0
2735516,43510,2,1
2243455,33731,11,1
2836893,36735,14,0
145076,31612,6,1
431949,41007,12,0
1884530,40516,6,1
2258851,2890,4,1
2791336,9876,11,0
3015284,13263,21,1
3069809,47630,6,0
357226,12606,3,1
800005,5120,14,1
2932222,8859,1,0
226515,49520,8,1
588877,19660,5,1
2851678,40593,1,0
2498469,25034,21,0
590620,21903,6,1
1188350,27336,4,1
1626451,41065,13,1
3138718,38028,3,0
391714,33198,6,1
117000,24739,10,1
2826927,12703,10,0
637622,5621,16,0
939313,38944,17,0
740943,42495,10,0
3114147,30635,2,1
2257770,21463,2,1
1850059,32578,2,1
2612553,11046,9,0
1548017,43961,11,1
1852021,46620,13,1
2536575,5450,5,1
2437489,20842,2,1
2328801,4698,7,0
1104632,16083,4,1
551278,2091,6,0
793074,24954,3,0
1312188,16953,1,1
3318118,30304,19,0
3215305,38374,10,1
1827259,42265,7,1
1317612,6750,1,1
292710,9550,12,0
285114,43232,1,0
396514,25753,16,1
3190709,27548,6,1
1614454,45220,19,0
343997,34449,15,1
1724247,21903,21,1
432772,45066,1,1
3311664,9436,3,0
2331930,13740,9,0
1003142,48720,6,1
1290893,29487,3,0
1199499,6505,4,0
447747,31964,18,1
961379,4605,10,1
886243,13446,24,1
796007,3765,8,1
1198327,43523,3,1
1175179,28745,17,1
1996779,37886,14,0
469577,19057,22,1
2677802,27737,3,1
2951403,31589,7,1
1734627,2966,9,1
2751462,31717,7,0
1116171,46979,6,0
2185465,27086,12,1
1728577,26882,4,0
2985595,34763,5,1
959942,21417,18,0
2104878,8571,1,0
29928,14992,9,1
1033889,27697,13,1
894299,11030,8,0
1639917,21137,1,0
428528,26717,3,0
842007,22825,14,1
870656,25089,1,1
784528,45535,7,1
234152,13176,7,1
398747,49519,4,1
239887,13866,2,1
866135,12703,11,1
1987230,49026,10,1
2632863,29487,15,1
195383,30411,8,1
3355702,28682,6,1
3322283,18090,11,0
325654,10644,10,1
1509475,30855,1,0
2392919,10385,3,0
1624803,47087,1,1
864241,4210,2,1
3090085,24184,8,1
574834,41271,1,1
787663,39431,2,0
3244987,13372,8,1
528119,16797,2,1
916005,26751,34,1
1713766,17207,3,0
991799,16185,13,0
1223144,12419,13,0
2171114,30570,9,0
1698067,33352,9,1
1635023,38087,3,0
3285443,33682,7,1
2454478,47626,8,1
2514351,40745,2,0
2795789,8859,3,1
3346694,17461,4,1
2050064,45066,25,1
780620,40396,13,1
21284,39990,12,0
730746,33731,1,0
2339499,31912,4,0
234676,1931,20,0
3016060,35628,10,0
740763,25437,6,0
1397009,34524,4,0
3040235,29095,14,1
1697295,21137,12,1
2733778,41787,14,1
2515565,27086,10,0
1006574,15040,11,0
1412886,26250,10,1
1237821,1463,1,1
2990036,9092,15,1
3287405,3583,6,1
1354067,20876,1,1
2471845,13166,11,0
165173,21477,31,0
1746227,34050,1,1
3330462,18234,7,0
875138,47366,9,0
516796,21616,7,0
3064136,812,1,0
2298524,45066,4,0
1113138,15712,7,1
365022,45007,4,1
1463618,15290,5,0
3360226,26604,4,1
2768180,33731,4,1
2625385,258,16,0
2083649,32689,4,1
1128550,43352,9,1
1526436,47766,4,1
2641871,26940,7,0
244131,39275,4,0
29476,1577,32,0
2647748,30391,4,1
1993879,44359,24,0
3079932,11081,6,1
2420525,28371,5,0
1784105,45007,14,1
2273449,13292,3,1
1459914,45685,14,1
2266158,26790,4,1
3175839,14218,1,1
939853,19449,6,1
219098,3896,4,1
2260715,26369,4,0
456048,46667,9,1
1150792,45840,4,1
2809529,31970,6,0
709841,38739,13,0
567468,27881,19,0
952804,41539,3,1
1260840,34069,15,1
2113655,37917,7,1
187064,37611,12,1
510716,1950,13,0
931328,39275,2,1
1240493,28842,14,1
1777967,196,1,1
501021,46023,13,1
1372001,23516,8,1
2528744,25837,6,1
2666072,49598,2,0
1675505,34448,14,1
952453,25659,32,0
304367,22610,17,0
2307020,21709,2,1
213074,18564,7,0
2455659,6679,19,0
2453303,12283,10,0
421968,43967,6,1
2791655,9421,2,1
3252985,34969,9,0
1259810,6593,2,0
3346169,34281,14,1
2703870,11135,7,0
3166620,27020,2,1
1664757,45007,8,0
3412783,42828,6,1
3327230,27104,3,1
107334,39275,40,1
1771176,12099,15,1
3069444,30703,4,0
507273,12320,6,1
842322,27703,2,1
3025261,26369,1,1
149501,33745,4,1
1193780,46572,1,1
1992604,31981,7,1
1869557,44292,1,1
3310766,27247,1,1
894568,16953,11,1
1048119,10195,3,1
2237627,47589,14,0
378330,26177,9,0
645945,42828,6,1
1092567,18382,11,1
3123241,17555,27,1
54522,34668,7,1
628422,40469,9,1
3061016,18987,35,0
866087,4957,4,1
517209,4421,9,0
1542414,16797,16,1
906497,47734,2,1
1904673,1115,23,1
126441,8903,19,0
1445761,37524,11,1
2934382,44632,3,1
422862,4942,1,1
3119245,3044,1,1
2682733,4274,25,0
2986222,25890,9,0
1707463,49235,3,1
780688,21903,15,0
1207957,43234,1,1
2852793,4853,1,1
1752467,41588,16,1
1426851,19250,4,0
3039728,20114,7,0
1745976,25705,3,1
262044,40706,4,1
1615165,27966,5,1
192502,39560,16,1
1054100,36695,4,0
2867769,30720,29,1
1331352,31096,4,0
2789800,3873,12,1
714141,27573,12,0
457806,20448,4,1
861249,2295,6,0
266436,7948,4,1
555582,22627,1,0
1840728,4957,3,1
231225,41729,10,1
2128229,41757,9,1
817776,42110,2,1
2160559,47626,2,1
2145861,37276,30,1
2424017,18747,3,0
2607957,13997,2,0
3220642,27156,19,1
3336044,31215,6,1
2712671,19348,19,0
83974,33835,11,1
2842683,49544,23,1
1185944,28204,9,0
1200800,21137,7,1
1992964,22367,1,0
3018789,44142,1,1
2113810,18339,3,1
541349,26629,2,1
2470826,17383,9,1
2455345,37067,12,0
1706959,36332,2,1
2866296,35898,10,1
1884202,44643,15,1
481196,4605,9,0
1935942,18531,1,1
2961984,31343,3,1
3105855,14493,12,0
1242697,45066,9,0
2040564,12392,6,0
2490990,44024,9,0
1547239,25513,14,1
586383,32293,11,1
2976028,39527,8,1
2321576,14063,12,0
1503283,10369,4,1
241429,30745,3,1
2073775,24852,2,1
2336336,19190,2,0
3148573,48205,3,0
821904,40354,11,0
3017099,45123,7,1
2182879,16185,4,0
646434,47766,1,1
2448837,25124,11,0
811189,45364,1,0
3315211,29487,3,1
1456473,21137,5,1
1923472,31210,2,1
1769077,30036,5,0
2462202,35221,12,1
2158775,27325,3,0
616221,5077,3,1
1402213,46906,7,1
326742,35140,3,1
2074109,19816,4,1
1483182,29240,2,1
1548200,17438,11,0
366046,44661,1,0
769172,781,1,1
2594861,21795,8,0
1530295,35951,4,1
1879795,30391,10,1
1068711,9852,4,0
1872119,13948,2,0
680349,3221,1,0
2844941,36815,3,1
1355737,6774,2,1
73331,34358,32,0
114717,47931,8,0
3276426,13834,29,0
1706335,1215,6,0
960662,47209,10,0
2121397,39993,7,0
375921,21931,2,0
680168,28204,12,1
368358,3142,7,0
469346,13911,10,0
1071722,19949,6,0
2619335,34358,1,1
197780,17794,28,0
1404941,47209,2,1
3033305,9807,23,1
2496407,46041,2,1
2793124,8571,1,1
3121183,36735,2,1
324041,45066,3,1
2831758,49273,4,1
1203935,15613,7,1
3038837,45815,15,0
285347,10669,10,1
2466208,15290,2,1
1763017,47888,8,0
1823748,46667,29,0
3198901,5618,13,1
473008,2232,1,0
885770,16953,1,1
2064840,41665,9,1
982056,24852,1,1
2413048,48364,12,0
63076,7781,5,1
2816758,9327,3,1
2122262,13077,18,0
827278,21093,2,0
3046784,1215,7,1
1523715,41588,6,1
1638266,6073,8,0
1390097,24852,1,1
3154554,42460,7,1
2133859,27356,5,0
3257283,18465,12,1
2385663,14992,15,0
2733853,14947,1,1
2852438,38689,1,0
1604282,45066,18,0
2828726,48988,1,1
1632030,5450,5,1
12681,36618,10,0
2845863,3499,5,1
1059099,44560,18,1
2774776,20084,3,0
2958990,30442,3,0
2822165,41588,3,0
1663152,39922,8,1
2557315,10957,1,1
3367260,21903,18,0
2769730,38819,21,1
924415,23622,5,0
2381482,15269,10,1
3168112,41658,3,0
1518263,14364,23,1
1019886,29487,9,0
1705701,9076,4,0
2931039,43961,5,0
1751196,7147,17,1
3038184,10749,10,1
3039629,35547,3,0
1287886,12144,2,0
3007088,5456,8,0
26460,37366,9,0
1808353,48094,5,0
617214,19102,6,1
1380263,9133,4,0
679043,329,5,1
1280816,17789,9,0
1472507,45007,5,1
1034024,21513,10,1
509893,21137,6,1
324995,42193,12,0
24741,10235,28,0
1582324,16943,7,1
806300,43041,3,0
182712,4605,13,1
2527326,27086,5,1
669345,23985,1,1
2202050,42356,12,1
2201130,21137,2,1
2589112,14129,16,0
632818,19678,1,1
2041500,22362,15,1
596632,47842,1,1
3230502,47296,6,1
502074,5077,15,0
2138294,722,6,1
3255752,19053,3,1
2008770,1017,13,1
2688849,26201,1,0
2809216,21938,27,1
1485945,24184,13,0
623368,13500,6,1
540770,1090,13,1
2472580,4605,12,1
1595745,24221,1,1
2405231,26965,17,0
1503325,43961,7,1
2737475,10248,15,0
2937880,46584,7,0
1418055,27102,3,0
2392925,30516,13,0
3020967,34243,1,1
3242267,10957,3,1
3242436,43262,15,0
283153,5322,4,1
3138052,24852,6,1
2492986,27344,17,1
1529907,42317,16,0
2131664,37646,5,1
76003,49235,22,1
2009007,19156,16,1
285469,9689,7,0
3165343,33572,5,1
2658515,29439,20,0
2814414,44314,30,0
1653451,22255,4,1
258686,12616,11,0
1830680,16097,1,0
1988821,47145,1,1
1966872,4451,3,1
3102125,18908,21,1
585606,15173,7,1
403540,5296,10,1
2607414,21903,2,0
1392635,45445,9,1
718815,22507,5,1
581004,39877,10,0
2166108,47865,9,0
2875286,26209,13,0
1608033,25659,10,1
2838409,5422,4,1
140327,49416,1,1
1215529,16696,1,1
829369,21137,4,0
1774383,36313,2,1
150105,25890,26,0
1732348,46505,3,0
53788,46346,2,1
2222676,48600,8,1
838991,39276,1,0
3122274,2295,2,1
3205088,38293,8,0
651296,37158,9,0
351002,26604,12,1
668459,32566,5,1
249643,38185,20,0
626542,5212,4,0
256954,21616,6,0
1973645,19003,19,0
1953291,42075,12,0
738389,21616,6,1
630781,41319,4,1
1926982,8230,15,0
2341887,31562,5,1
487055,6656,10,1
438999,28824,7,1
1712191,2597,7,1
481893,32052,6,0
1567939,24799,4,0
2094835,17616,18,0
208191,21607,11,0
3191637,44632,9,1
238489,7751,8,0
1962075,5550,9,1
1653421,11678,6,0
719995,8174,26,1
1762547,3800,16,0
436846,48697,9,0
1904817,5618,6,0
996762,5065,2,1
524697,27726,17,0
1012195,38689,2,1
3257673,47380,6,0
2225854,48857,8,1
2714054,47766,10,1
2312265,8670,14,0
3404392,39225,1,0
2025279,37687,1,1
2926163,34126,11,0
963930,5450,6,1
860555,18382,9,0
747623,3952,25,0
3379247,27910,1,0
1631750,11422,4,1
2834988,38293,4,1
806189,13292,11,1
3339753,40581,4,1
2526741,36082,1,1
588393,48226,9,1
2332658,16254,1,0
32017,25371,10,0
289935,18531,6,0
2901383,47209,3,1
2891129,44177,7,1
2267476,28985,5,1
3384226,40174,9,1
915486,45002,9,0
1003477,27744,14,1
530617,25197,10,1
373104,7969,24,0
2600073,23106,12,0
2783158,13646,20,1
871592,21288,2,0
1469387,28058,4,1
1129893,34524,8,0
3271252,4656,4,0
2302496,19821,4,1
165238,13225,2,0
1767557,42265,12,1
3149827,7035,2,1
1462931,18891,15,0
324411,15386,3,0
2316567,28156,7,1
2177113,7515,2,0
1615171,27451,10,0
2248207,13176,11,0
1955199,2510,2,1
1621735,10613,5,0
1650329,14127,4,1
1385684,49235,4,1
3159659,31040,17,1
1641109,47766,7,1
2459433,18531,7,0
2552749,39055,12,1
1855351,13841,1,0
1771807,26118,2,0
1962733,38465,10,0
960351,1529,1,0
1350348,21903,5,1
3197517,21903,9,1
1984492,40338,7,1
2526191,27968,8,0
2677924,48364,5,0
1533354,47144,4,0
442115,26497,14,1
965861,5876,7,0
2646829,40919,9,0
3169559,32018,4,1
2285618,6000,19,0
697829,48370,1,1
3036181,30604,4,0
3063607,8193,4,0
3185229,44661,11,1
956055,14325,2,1
2541672,4029,8,1
698419,32227,12,1
728978,38985,7,1
1052214,39619,4,1
439737,22220,11,0
852907,20428,3,0
135336,5782,4,1
1155927,38844,1,1
1062284,21278,7,0
1048467,160,26,0
89136,4605,8,1
747095,48041,4,0
3312432,24852,3,1
336602,46584,4,1
2594565,21938,11,0
7917,21267,6,1
647973,3219,19,0
2551627,26902,20,0
1171486,21162,2,1
1924085,5141,13,1
331610,6414,2,0
3225808,19495,9,1
41137,16797,15,1
1503830,43504,13,1
1263877,8263,5,0
1732990,22400,5,0
319182,13042,2,0
878766,7835,7,0
451979,13575,4,0
3058150,13198,2,1
3108159,12157,4,0
2922284,10644,14,1
2180174,22963,2,0
2256799,37119,5,0
2749031,43014,2,0
1827372,24964,9,1
701778,33352,9,0
2929482,43219,2,1
1108166,37215,19,0
2058269,45615,1,0
577639,18606,7,1
3110270,11520,4,1
749928,48104,6,1
1102918,37646,8,1
3284161,25949,15,1
17211,42265,3,1
633279,3988,8,1
2626572,22025,6,1
686509,27216,1,0
1629724,47141,3,0
979799,21019,1,1
137029,15595,3,0
1615677,3774,10,0
177605,21955,15,0
1826723,260,2,0
543983,24852,2,0
167296,20754,3,1
95604,1025,2,1
2863126,12564,10,1
1171289,10385,8,1
2901174,42309,12,1
3118763,27278,3,1
802579,7060,35,1
1077175,20186,9,1
3093608,3957,1,1
1497031,890,6,0
963870,4591,5,1
181097,47209,3,0
2109243,1463,2,0
2308085,11422,2,1
1857186,38650,5,0
3041748,41806,13,1
3147942,23734,4,1
430935,44471,11,1
2495290,6680,14,0
363718,24716,10,0
467373,14780,4,1
1780600,37687,6,1
2662888,1062,22,0
2258159,5258,1,1
683703,7667,1,0
2311727,20723,4,0
3340730,26648,4,0
306260,16260,3,0
744387,31040,15,0
3187745,30284,24,0
998758,8587,6,1
837378,41588,1,1
2509718,33184,22,0
2322734,14901,3,1
1216198,33736,2,1
492108,6857,8,0
1158793,43352,8,0
2845838,38384,7,0
313507,3539,14,1
3410491,17622,4,1
